id,meantempm,maxtempm,mintempm,meantempm_1,meantempm_2,meantempm_3,meandewptm_1,meandewptm_2,meandewptm_3,meanpressurem_1,meanpressurem_2,meanpressurem_3,maxhumidity_1,maxhumidity_2,maxhumidity_3,minhumidity_1,minhumidity_2,minhumidity_3,maxtempm_1,maxtempm_2,maxtempm_3,mintempm_1,mintempm_2,mintempm_3,maxdewptm_1,maxdewptm_2,maxdewptm_3,mindewptm_1,mindewptm_2,mindewptm_3,maxpressurem_1,maxpressurem_2,maxpressurem_3,minpressurem_1,minpressurem_2,minpressurem_3,precipm_1,precipm_2,precipm_3
1252,27,32,21,27,26,22,21,21,18,1012,1012,1015,93,90,97,53,57,62,31,30,27,23,21,16,23,22,20,19,19,15,1015,1016,1017,1008,1010,1013,0,7.37,0.76
1253,27,33,21,27,27,26,21,21,21,1016,1012,1012,97,93,90,59,53,57,32,31,30,21,23,21,23,23,22,19,19,19,1018,1015,1016,1012,1008,1010,25.15,0,7.37
1254,28,35,21,27,27,27,23,21,21,1014,1016,1012,93,97,93,63,59,53,33,32,31,21,21,23,25,23,23,21,19,19,1017,1018,1015,1010,1012,1008,0,25.15,0
1255,23,27,18,28,27,27,22,23,21,1011,1014,1016,93,93,97,52,63,59,35,33,32,21,21,21,25,25,23,17,21,19,1014,1017,1018,1008,1010,1012,19.81,0,25.15
1256,23,27,19,23,28,27,18,22,23,1016,1011,1014,93,93,93,51,52,63,27,35,33,18,21,21,18,25,25,16,17,21,1018,1014,1017,1014,1008,1010,0,19.81,0
1257,23,26,19,23,23,28,17,18,22,1018,1016,1011,93,93,93,54,51,52,27,27,35,19,18,21,18,18,25,16,16,17,1020,1018,1014,1016,1014,1008,0,0,19.81
1258,22,27,16,23,23,23,17,17,18,1017,1018,1016,87,93,93,54,54,51,26,27,27,19,19,18,18,18,18,16,16,16,1019,1020,1018,1015,1016,1014,0.51,0,0
1259,27,33,21,22,23,23,19,17,17,1014,1017,1018,100,87,93,62,54,54,27,26,27,16,19,19,21,18,18,16,16,16,1016,1019,1020,1011,1015,1016,0,0.51,0
1260,29,34,24,27,22,23,23,19,17,1012,1014,1017,100,100,87,59,62,54,33,27,26,21,16,19,25,21,18,20,16,16,1013,1016,1019,1011,1011,1015,0,0,0.51
1261,29,36,22,29,27,22,23,23,19,1012,1012,1014,94,100,100,52,59,62,34,33,27,24,21,16,24,25,21,22,20,16,1013,1013,1016,1009,1011,1011,0,0,0
1262,24,29,19,29,29,27,23,23,23,1009,1012,1012,79,94,100,48,52,59,36,34,33,22,24,21,25,24,25,22,22,20,1011,1013,1013,1006,1009,1011,18.54,0,0
1263,24,31,16,24,29,29,20,23,23,1012,1009,1012,100,79,94,51,48,52,29,36,34,19,22,24,22,25,24,17,22,22,1015,1011,1013,1009,1006,1009,7.87,18.54,0
1264,24,31,17,24,24,29,17,20,23,1016,1012,1009,93,100,79,43,51,48,31,29,36,16,19,22,18,22,25,16,17,22,1017,1015,1011,1014,1009,1006,0,7.87,18.54
1265,23,30,16,24,24,24,16,17,20,1017,1016,1012,93,93,100,32,43,51,31,31,29,17,16,19,18,18,22,12,16,17,1019,1017,1015,1017,1014,1009,0,0,7.87
1266,26,33,19,23,24,24,17,16,17,1016,1017,1016,97,93,93,44,32,43,30,31,31,16,17,16,19,18,18,15,12,16,1018,1019,1017,1015,1017,1014,0,0,0
1267,26,33,18,26,23,24,19,17,16,1016,1016,1017,87,97,93,47,44,32,33,30,31,19,16,17,21,19,18,16,15,12,1019,1018,1019,1014,1015,1017,0,0,0
1268,28,34,22,26,26,23,21,19,17,1016,1016,1016,93,87,97,49,47,44,33,33,30,18,19,16,24,21,19,17,16,15,1018,1019,1018,1014,1014,1015,0,0,0
1269,24,28,19,28,26,26,20,21,19,1013,1016,1016,90,93,87,41,49,47,34,33,33,22,18,19,22,24,21,19,17,16,1015,1018,1019,1010,1014,1014,0,0,0
1270,19,24,14,24,28,26,20,20,21,1010,1013,1016,100,90,93,65,41,49,28,34,33,19,22,18,22,22,24,18,19,17,1012,1015,1018,1008,1010,1014,6.1,0,0
1271,19,28,11,19,24,28,12,20,20,1013,1010,1013,84,100,90,46,65,41,24,28,34,14,19,22,16,22,22,11,18,19,1015,1012,1015,1011,1008,1010,0,6.1,0
1272,23,31,16,19,19,24,12,12,20,1016,1013,1010,89,84,100,35,46,65,28,24,28,11,14,19,14,16,22,10,11,18,1019,1015,1012,1015,1011,1008,0,0,6.1
1273,26,33,19,23,19,19,14,12,12,1015,1016,1013,84,89,84,37,35,46,31,28,24,16,11,14,16,14,16,13,10,11,1016,1019,1015,1013,1015,1011,0,0,0
1274,22,28,15,26,23,19,21,14,12,1011,1015,1016,90,84,89,56,37,35,33,31,28,19,16,11,23,16,14,17,13,10,1014,1016,1019,1007,1013,1015,4.32,0,0
1275,20,26,14,22,26,23,17,21,14,1015,1011,1015,93,90,84,47,56,37,28,33,31,15,19,16,19,23,16,15,17,13,1018,1014,1016,1011,1007,1013,1.27,4.32,0
1276,18,21,14,20,22,26,14,17,21,1020,1015,1011,93,93,90,52,47,56,26,28,33,14,15,19,17,19,23,13,15,17,1021,1018,1014,1018,1011,1007,0.25,1.27,4.32
1277,24,30,19,18,20,22,17,14,17,1019,1020,1015,93,93,93,73,52,47,21,26,28,14,14,15,18,17,19,13,13,15,1021,1021,1018,1016,1018,1011,0,0.25,1.27
1278,26,34,17,24,18,20,18,17,14,1016,1019,1020,100,93,93,48,73,52,30,21,26,19,14,14,19,18,17,17,13,13,1017,1021,1021,1014,1016,1018,0,0,0.25
1279,26,32,20,26,24,18,19,18,17,1017,1016,1019,93,100,93,47,48,73,34,30,21,17,19,14,22,19,18,16,17,13,1020,1017,1021,1016,1014,1016,0,0,0
1280,24,28,21,26,26,24,21,19,18,1021,1017,1016,100,93,100,59,47,48,32,34,30,20,17,19,23,22,19,19,16,17,1024,1020,1017,1019,1016,1014,11.68,0,0
1281,22,28,15,24,26,26,21,21,19,1022,1021,1017,97,100,93,69,59,47,28,32,34,21,20,17,21,23,22,19,19,16,1024,1024,1020,1020,1019,1016,1.78,11.68,0
1282,21,27,13,22,24,26,18,21,21,1021,1022,1021,97,97,100,47,69,59,28,28,32,15,21,20,21,21,23,14,19,19,1022,1024,1024,1020,1020,1019,0,1.78,11.68
1283,19,27,12,21,22,24,14,18,21,1022,1021,1022,100,97,97,42,47,69,27,28,28,13,15,21,16,21,21,13,14,19,1024,1022,1024,1021,1020,1020,0,0,1.78
1284,19,24,14,19,21,22,13,14,18,1021,1022,1021,93,100,97,45,42,47,27,27,28,12,13,15,16,16,21,11,13,14,1023,1024,1022,1018,1021,1020,0,0,0
1285,24,29,18,19,19,21,16,13,14,1016,1021,1022,86,93,100,54,45,42,24,27,27,14,12,13,19,16,16,12,11,13,1019,1023,1024,1013,1018,1021,8.13,0,0
1286,29,33,24,24,19,19,17,16,13,1012,1016,1021,81,86,93,59,54,45,29,24,27,18,14,12,21,19,16,14,12,11,1014,1019,1023,1009,1013,1018,0.51,8.13,0
1287,29,34,24,29,24,19,21,17,16,1009,1012,1016,79,81,86,49,59,54,33,29,24,24,18,14,22,21,19,19,14,12,1010,1014,1019,1008,1009,1013,0,0.51,8.13
1288,27,31,22,29,29,24,21,21,17,1010,1009,1012,82,79,81,49,49,59,34,33,29,24,24,18,22,22,21,20,19,14,1012,1010,1014,1009,1008,1009,0,0,0.51
1289,25,29,21,27,29,29,22,21,21,1012,1010,1009,100,82,79,59,49,49,31,34,33,22,24,24,24,22,22,19,20,19,1015,1012,1010,1009,1009,1008,1.52,0,0
1290,22,29,15,25,27,29,21,22,21,1012,1012,1010,100,100,82,51,59,49,29,31,34,21,22,24,24,24,22,15,19,20,1015,1015,1012,1010,1009,1009,0,1.52,0
1291,19,25,12,22,25,27,18,21,22,1012,1012,1012,100,100,100,58,51,59,29,29,31,15,21,22,22,24,24,10,15,19,1019,1015,1015,1009,1010,1009,19.81,0,1.52
1292,19,28,10,19,22,25,9,18,21,1022,1012,1012,83,100,100,33,58,51,25,29,29,12,15,21,11,22,24,7,10,15,1024,1019,1015,1019,1009,1010,0,19.81,0
1293,22,28,10,19,19,22,11,9,18,1017,1022,1012,89,83,100,34,33,58,28,25,29,10,12,15,14,11,22,9,7,10,1021,1024,1019,1012,1019,1009,0,0,19.81
1294,16,17,13,22,19,19,16,11,9,1012,1017,1022,90,89,83,49,34,33,28,28,25,10,10,12,19,14,11,13,9,7,1017,1021,1024,1009,1012,1019,9.4,0,0
1295,16,19,13,16,22,19,14,16,11,1019,1012,1017,93,90,89,86,49,34,17,28,28,13,10,10,16,19,14,12,13,9,1025,1017,1021,1015,1009,1012,19.81,9.4,0
1296,23,30,16,16,16,22,14,14,16,1023,1019,1012,100,93,90,86,86,49,19,17,28,13,13,10,18,16,19,11,12,13,1025,1025,1017,1021,1015,1009,0.51,19.81,9.4
1297,21,27,15,23,16,16,19,14,14,1016,1023,1019,100,100,93,58,86,86,30,19,17,16,13,13,21,18,16,18,11,12,1020,1025,1025,1010,1021,1015,12.7,0.51,19.81
1298,21,29,12,21,23,16,15,19,14,1014,1016,1023,100,100,100,42,58,86,27,30,19,15,16,13,21,21,18,13,18,11,1017,1020,1025,1012,1010,1021,4.57,12.7,0.51
1299,22,31,14,21,21,23,12,15,19,1015,1014,1016,96,100,100,29,42,58,29,27,30,12,15,16,14,21,21,9,13,18,1017,1017,1020,1014,1012,1010,0,4.57,12.7
1300,22,29,16,22,21,21,15,12,15,1012,1015,1014,93,96,100,43,29,42,31,29,27,14,12,15,17,14,21,12,9,13,1014,1017,1017,1009,1014,1012,0,0,4.57
1301,25,36,14,22,22,21,17,15,12,1014,1012,1015,93,93,96,47,43,29,29,31,29,16,14,12,20,17,14,14,12,9,1018,1014,1017,1011,1009,1014,0,0,0
1302,29,34,24,25,22,22,18,17,15,1016,1014,1012,93,93,93,36,47,43,36,29,31,14,16,14,23,20,17,13,14,12,1019,1018,1014,1012,1011,1009,0,0,0
1303,28,34,22,29,25,22,21,18,17,1012,1016,1014,82,93,93,52,36,47,34,36,29,24,14,16,22,23,20,21,13,14,1013,1019,1018,1011,1012,1011,0,0,0
1304,26,33,18,28,29,25,21,21,18,1011,1012,1016,90,82,93,44,52,36,34,34,36,22,24,14,21,22,23,19,21,13,1012,1013,1019,1009,1011,1012,0,0,0
1305,23,27,19,26,28,29,17,21,21,1012,1011,1012,87,90,82,32,44,52,33,34,34,18,22,24,19,21,22,14,19,21,1014,1012,1013,1011,1009,1011,0,0,0
1306,16,24,8,23,26,28,20,17,21,1013,1012,1011,97,87,90,69,32,44,27,33,34,19,18,22,22,19,21,18,14,19,1015,1014,1012,1011,1011,1009,4.32,0,0
1307,16,26,6,16,23,26,11,20,17,1019,1013,1012,93,97,87,31,69,32,24,27,33,8,19,18,20,22,19,3,18,14,1025,1015,1014,1014,1011,1011,4.57,4.32,0
1308,18,28,8,16,16,23,4,11,20,1023,1019,1013,76,93,97,23,31,69,26,24,27,6,8,19,8,20,22,2,3,18,1025,1025,1015,1019,1014,1011,0,4.57,4.32
1309,14,21,7,18,16,16,8,4,11,1015,1023,1019,93,76,93,26,23,31,28,26,24,8,6,8,11,8,20,6,2,3,1019,1025,1025,1011,1019,1014,0,0,4.57
1310,14,23,6,14,18,16,7,8,4,1021,1015,1023,86,93,76,37,26,23,21,28,26,7,8,6,11,11,8,6,6,2,1028,1019,1025,1013,1011,1019,0,0,0
1311,15,24,6,14,14,18,8,7,8,1029,1021,1015,100,86,93,41,37,26,23,21,28,6,7,8,11,11,11,5,6,6,1032,1028,1019,1027,1013,1011,0,0,0
1312,14,22,7,15,14,14,8,8,7,1024,1029,1021,100,100,86,33,41,37,24,23,21,6,6,7,11,11,11,6,5,6,1028,1032,1028,1021,1027,1013,0,0,0
1313,17,26,7,14,15,14,10,8,8,1020,1024,1029,100,100,100,53,33,41,22,24,23,7,6,6,13,11,11,6,6,5,1022,1028,1032,1018,1021,1027,0,0,0
1314,21,27,13,17,14,15,10,10,8,1019,1020,1024,100,100,100,40,53,33,26,22,24,7,7,6,13,13,11,7,6,6,1021,1022,1028,1016,1018,1021,0,0,0
1315,17,22,12,21,17,14,13,10,10,1011,1019,1020,93,100,100,45,40,53,27,26,22,13,7,7,14,13,13,12,7,6,1017,1021,1022,1005,1016,1018,0,0,0
1316,16,23,8,17,21,17,15,13,10,1004,1011,1019,93,93,100,66,45,40,22,27,26,12,13,7,17,14,13,13,12,7,1006,1017,1021,1001,1005,1016,19.3,0,0
1317,10,14,6,16,17,21,10,15,13,1011,1004,1011,100,93,93,41,66,45,23,22,27,8,12,13,12,17,14,7,13,12,1014,1006,1017,1006,1001,1005,0,19.3,0
1318,11,19,2,10,16,17,10,10,15,1013,1011,1004,93,100,93,82,41,66,14,23,22,6,8,12,14,12,17,3,7,13,1022,1014,1006,1011,1006,1001,18.54,0,19.3
1319,16,24,6,11,10,16,3,10,10,1026,1013,1011,92,93,100,34,82,41,19,14,23,2,6,8,7,14,12,1,3,7,1028,1022,1014,1022,1011,1006,0,18.54,0
1320,16,25,6,16,11,10,4,3,10,1024,1026,1013,83,92,93,21,34,82,24,19,14,6,2,6,6,7,14,0,1,3,1026,1028,1022,1022,1022,1011,0,0,18.54
1321,14,17,11,16,16,11,6,4,3,1024,1024,1026,96,83,92,25,21,34,25,24,19,6,6,2,8,6,7,3,0,1,1027,1026,1028,1021,1022,1022,0,0,0
1322,17,23,10,14,16,16,10,6,4,1019,1024,1024,86,96,83,60,25,21,17,25,24,11,6,6,12,8,6,7,3,0,1021,1027,1026,1015,1021,1022,2.03,0,0
1323,6,12,1,17,14,16,9,10,6,1014,1019,1024,89,86,96,53,60,25,23,17,25,10,11,6,13,12,8,6,7,3,1018,1021,1027,1012,1015,1021,0,2.03,0
1324,7,16,-2,6,17,14,3,9,10,1024,1014,1019,89,89,86,50,53,60,12,23,17,1,10,11,6,13,12,-1,6,7,1029,1018,1021,1018,1012,1015,0.25,0,2.03
1325,13,20,7,7,6,17,1,3,9,1025,1024,1014,92,89,89,40,50,53,16,12,23,-2,1,10,4,6,13,-3,-1,6,1029,1029,1018,1021,1018,1012,0,0.25,0
1326,19,25,13,13,7,6,10,1,3,1015,1025,1024,96,92,89,68,40,50,20,16,12,7,-2,1,14,4,6,4,-3,-1,1021,1029,1029,1008,1021,1018,0,0,0.25
1327,20,28,11,19,13,7,16,10,1,1008,1015,1025,100,96,92,64,68,40,25,20,16,13,7,-2,17,14,4,13,4,-3,1010,1021,1029,1006,1008,1021,0,0,0
1328,21,29,13,20,19,13,15,16,10,1007,1008,1015,100,100,96,55,64,68,28,25,20,11,13,7,19,17,14,11,13,4,1010,1010,1021,1000,1006,1008,0,0,0
1329,16,22,9,21,20,19,14,15,16,997,1007,1008,100,100,100,31,55,64,29,28,25,13,11,13,18,19,17,8,11,13,1002,1010,1010,992,1000,1006,0,0,0
1330,16,23,9,16,21,20,7,14,15,1011,997,1007,86,100,100,35,31,55,22,29,28,9,13,11,10,18,19,3,8,11,1017,1002,1010,1002,992,1000,0,0,0
1331,10,16,4,16,16,21,8,7,14,1021,1011,997,86,86,100,38,35,31,23,22,29,9,9,13,10,10,18,6,3,8,1025,1017,1002,1017,1002,992,6.86,0,0
1332,11,19,1,10,16,16,6,8,7,1028,1021,1011,93,86,86,51,38,35,16,23,22,4,9,9,9,10,10,4,6,3,1030,1025,1017,1025,1017,1002,0,6.86,0
1333,13,24,2,11,10,16,4,6,8,1022,1028,1021,92,93,86,37,51,38,19,16,23,1,4,9,7,9,10,2,4,6,1027,1030,1025,1017,1025,1017,0,0,6.86
1334,14,23,6,13,11,10,5,4,6,1015,1022,1028,92,92,93,27,37,51,24,19,16,2,1,4,7,7,9,1,2,4,1018,1027,1030,1011,1017,1025,0,0,0
1335,10,18,2,14,13,11,4,5,4,1019,1015,1022,92,92,92,22,27,37,23,24,19,6,2,1,9,7,7,0,1,2,1025,1018,1027,1011,1011,1017,0,0,0
1336,19,26,12,10,14,13,5,4,5,1027,1019,1015,92,92,92,44,22,27,18,23,24,2,6,2,7,9,7,2,0,1,1030,1025,1018,1024,1011,1011,0,0,0
1337,14,21,6,19,10,14,12,5,4,1017,1027,1019,78,92,92,52,44,22,26,18,23,12,2,6,17,7,9,7,2,0,1024,1030,1025,1011,1024,1011,0.25,0,0
1338,15,26,3,14,19,10,11,12,5,1018,1017,1027,93,78,92,60,52,44,21,26,18,6,12,2,17,17,7,7,7,2,1024,1024,1030,1011,1011,1024,0,0.25,0
1339,20,28,11,15,14,19,7,11,12,1022,1018,1017,100,93,78,32,60,52,26,21,26,3,6,12,11,17,17,3,7,7,1024,1024,1024,1016,1011,1011,0,0,0.25
1340,17,24,10,20,15,14,14,7,11,1012,1022,1018,90,100,93,43,32,60,28,26,21,11,3,6,16,11,17,11,3,7,1016,1024,1024,1008,1016,1011,0,0,0
1341,11,14,7,17,20,15,12,14,7,1014,1012,1022,100,90,100,53,43,32,24,28,26,10,11,3,15,16,11,7,11,3,1021,1016,1024,1010,1008,1016,0,0,0
1342,16,22,9,11,17,20,6,12,14,1023,1014,1012,86,100,90,61,53,43,14,24,28,7,10,11,7,15,16,5,7,11,1027,1021,1016,1019,1010,1008,0,0,0
1343,16,24,8,16,11,17,12,6,12,1010,1023,1014,100,86,100,61,61,53,22,14,24,9,7,10,14,7,15,7,5,7,1018,1027,1021,1003,1019,1010,0,0,0
1344,12,19,6,16,16,11,7,12,6,1011,1010,1023,96,100,86,27,61,61,24,22,14,8,9,7,11,14,7,3,7,5,1014,1018,1027,1007,1003,1019,0,0,0
1345,13,25,2,12,16,16,9,7,12,1019,1011,1010,86,96,100,48,27,61,19,24,22,6,8,9,11,11,14,5,3,7,1025,1014,1018,1014,1007,1003,0,0,0
1346,14,25,3,13,12,16,4,9,7,1027,1019,1011,100,86,96,24,48,27,25,19,24,2,6,8,8,11,11,2,5,3,1029,1025,1014,1025,1014,1007,0,0,0
1347,14,23,6,14,13,12,5,4,9,1028,1027,1019,92,100,86,29,24,48,25,25,19,3,2,6,9,8,11,2,2,5,1030,1029,1025,1026,1025,1014,0,0,0
1348,16,22,8,14,14,13,6,5,4,1025,1028,1027,89,92,100,33,29,24,23,25,25,6,3,2,8,9,8,5,2,2,1028,1030,1029,1023,1026,1025,0,0,0
1349,11,13,9,16,14,14,6,6,5,1022,1025,1028,77,89,92,37,33,29,22,23,25,8,6,3,7,8,9,4,5,2,1024,1028,1030,1020,1023,1026,0,0,0
1350,9,16,1,11,16,14,9,6,6,1023,1022,1025,100,77,89,61,37,33,13,22,23,9,8,6,11,7,8,5,4,5,1026,1024,1028,1020,1020,1023,1.27,0,0
1351,7,17,-3,9,11,16,3,9,6,1030,1023,1022,93,100,77,42,61,37,16,13,22,1,9,8,11,11,7,-1,5,4,1032,1026,1024,1026,1020,1020,0,1.27,0
1352,12,22,3,7,9,11,1,3,9,1029,1030,1023,100,93,100,39,42,61,17,16,13,-3,1,9,4,11,11,-3,-1,5,1033,1032,1026,1025,1026,1020,0,0,1.27
1353,6,13,-3,12,7,9,3,1,3,1022,1029,1030,79,100,93,29,39,42,22,17,16,3,-3,1,6,4,11,1,-3,-1,1026,1033,1032,1019,1025,1026,0,0,0
1354,4,14,-6,6,12,7,0,3,1,1031,1022,1029,85,79,100,43,29,39,13,22,17,-3,3,-3,3,6,4,-4,1,-3,1033,1026,1033,1027,1019,1025,0,0,0
1355,11,19,2,4,6,12,-1,0,3,1028,1031,1022,92,85,79,41,43,29,14,13,22,-6,-3,3,2,3,6,-7,-4,1,1033,1033,1026,1023,1027,1019,0,0,0
1356,11,20,1,11,4,6,3,-1,0,1017,1028,1031,85,92,85,40,41,43,19,14,13,2,-6,-3,6,2,3,-1,-7,-4,1022,1033,1033,1014,1023,1027,0,0,0
1357,11,23,-1,11,11,4,3,3,-1,1016,1017,1028,96,85,92,37,40,41,20,19,14,1,2,-6,6,6,2,0,-1,-7,1018,1022,1033,1015,1014,1023,0,0,0
1358,13,27,-1,11,11,11,2,3,3,1015,1016,1017,96,96,85,27,37,40,23,20,19,-1,1,2,7,6,6,-1,0,-1,1016,1018,1022,1013,1015,1014,0,0,0
1359,11,16,6,13,11,11,3,2,3,1006,1015,1016,92,96,96,26,27,37,27,23,20,-1,-1,1,7,7,6,-2,-1,0,1015,1016,1018,999,1013,1015,0,0,0
1360,3,7,-1,11,13,11,5,3,2,1002,1006,1015,89,92,96,51,26,27,16,27,23,6,-1,-1,6,7,7,3,-2,-1,1006,1015,1016,998,999,1013,0,0,0
1361,2,7,-4,3,11,13,-2,5,3,1018,1002,1006,89,89,92,54,51,26,7,16,27,-1,6,-1,4,6,7,-6,3,-2,1033,1006,1015,1004,998,999,0.76,0,0
1362,3,12,-6,2,3,11,-6,-2,5,1034,1018,1002,81,89,89,45,54,51,7,7,16,-4,-1,6,-4,4,6,-7,-6,3,1037,1033,1006,1031,1004,998,0,0.76,0
1363,2,9,-5,3,2,3,-5,-6,-2,1024,1034,1018,84,81,89,32,45,54,12,7,7,-6,-4,-1,-3,-4,4,-8,-7,-6,1030,1037,1033,1020,1031,1004,0,0,0.76
1364,7,9,5,2,3,2,-3,-5,-6,1018,1024,1034,88,84,81,49,32,45,9,12,7,-5,-6,-4,-1,-3,-4,-7,-8,-7,1021,1030,1037,1014,1020,1031,0,0,0
1365,4,6,2,7,2,3,5,-3,-5,1011,1018,1024,100,88,84,58,49,32,9,9,12,5,-5,-6,7,-1,-3,1,-7,-8,1014,1021,1030,1009,1014,1020,9.65,0,0
1366,4,5,2,4,7,2,1,5,-3,1020,1011,1018,93,100,88,73,58,49,6,9,9,2,5,-5,3,7,-1,0,1,-7,1023,1014,1021,1014,1009,1014,0,9.65,0
1367,6,13,-2,4,4,7,1,1,5,1024,1020,1011,92,93,100,79,73,58,5,6,9,2,2,5,2,3,7,0,0,1,1028,1023,1014,1022,1014,1009,0,0,9.65
1368,8,16,-1,6,4,4,-1,1,1,1029,1024,1020,92,92,93,45,79,73,13,5,6,-2,2,2,1,2,3,-3,0,0,1031,1028,1023,1026,1022,1014,0,0,0
1369,7,14,-2,8,6,4,0,-1,1,1020,1029,1024,89,92,92,35,45,79,16,13,5,-1,-2,2,1,1,2,-1,-3,0,1025,1031,1028,1015,1026,1022,0,0,0
1370,7,12,1,7,8,6,7,0,-1,999,1020,1029,100,89,92,71,35,45,14,16,13,-2,-1,-2,12,1,1,-3,-1,-3,1014,1025,1031,987,1015,1026,4.83,0,0
1371,3,7,-1,7,7,8,-1,7,0,989,999,1020,89,100,89,38,71,35,12,14,16,1,-2,-1,3,12,1,-2,-3,-1,993,1014,1025,986,987,1015,0,4.83,0
1372,1,3,-2,3,7,7,-3,-1,7,1001,989,999,78,89,100,49,38,71,7,12,14,-1,1,-2,-2,3,12,-4,-2,-3,1008,993,1014,994,986,987,0,0,4.83
1373,1,6,-5,1,3,7,-5,-3,-1,1010,1001,989,72,78,89,54,49,38,3,7,12,-2,-1,1,-4,-2,3,-6,-4,-2,1015,1008,993,1007,994,986,0,0,0
1374,1,7,-7,1,1,3,-4,-5,-3,1018,1010,1001,84,72,78,49,54,49,6,3,7,-5,-2,-1,-4,-4,-2,-6,-6,-4,1022,1015,1008,1014,1007,994,0,0,0
1375,-3,1,-7,1,1,1,-4,-4,-5,1027,1018,1010,92,84,72,49,49,54,7,6,3,-7,-5,-2,-2,-4,-4,-7,-6,-6,1029,1022,1015,1022,1014,1007,0,0,0
1376,1,3,-1,-3,1,1,-1,-4,-4,1023,1027,1018,100,92,84,84,49,49,1,7,6,-7,-7,-5,1,-2,-4,-7,-7,-6,1030,1029,1022,1018,1022,1014,13.46,0,0
1377,5,12,-2,1,-3,1,-1,-1,-4,1016,1023,1027,100,100,92,82,84,49,3,1,7,-1,-7,-7,0,1,-2,-2,-7,-7,1019,1030,1029,1012,1018,1022,0,13.46,0
1378,-2,3,-7,5,1,-3,-1,-1,-1,1008,1016,1023,92,100,100,54,82,84,12,3,1,-2,-1,-7,3,0,1,-6,-2,-7,1013,1019,1030,1004,1012,1018,0,0,13.46
1379,-6,-3,-9,-2,5,1,-12,-1,-1,1019,1008,1016,63,92,100,32,54,82,3,12,3,-7,-2,-1,-7,3,0,-14,-6,-2,1024,1013,1019,1013,1004,1012,0,0,0
1380,-8,-3,-14,-6,-2,5,-14,-12,-1,1030,1019,1008,62,63,92,38,32,54,-3,3,12,-9,-7,-2,-12,-7,3,-16,-14,-6,1035,1024,1013,1024,1013,1004,0,0,0
1381,-11,-5,-16,-8,-6,-2,-16,-14,-12,1039,1030,1019,80,62,63,46,38,32,-3,-3,3,-14,-9,-7,-13,-12,-7,-17,-16,-14,1041,1035,1024,1035,1024,1013,0,0,0
1382,-2,1,-6,-11,-8,-6,-13,-16,-14,1037,1039,1030,87,80,62,62,46,38,-5,-3,-3,-16,-14,-9,-9,-13,-12,-18,-17,-16,1041,1041,1035,1034,1035,1024,0,0,0
1383,-5,1,-11,-2,-11,-8,-8,-13,-16,1024,1037,1039,81,87,80,47,62,46,1,-5,-3,-6,-16,-14,-6,-9,-13,-9,-18,-17,1034,1041,1041,1012,1034,1035,0,0,0
1384,-3,6,-13,-5,-2,-11,-8,-8,-13,1014,1024,1037,84,81,87,62,47,62,1,1,-5,-11,-6,-16,-5,-6,-9,-13,-9,-18,1022,1034,1041,1008,1012,1034,0,0,0
1385,-9,-4,-14,-3,-5,-2,-11,-8,-8,1020,1014,1024,88,84,81,39,62,47,6,1,1,-13,-11,-6,-6,-5,-6,-16,-13,-9,1025,1022,1034,1015,1008,1012,0,0,0
1386,-9,-3,-16,-9,-3,-5,-17,-11,-8,1028,1020,1014,73,88,84,39,39,62,-4,6,1,-14,-13,-11,-14,-6,-5,-19,-16,-13,1031,1025,1022,1025,1015,1008,0,0,0
1387,-11,-4,-17,-9,-9,-3,-17,-17,-11,1031,1028,1020,80,73,88,32,39,39,-3,-4,6,-16,-14,-13,-12,-14,-6,-19,-19,-16,1035,1031,1025,1026,1025,1015,0,0,0
1388,-4,-3,-6,-11,-9,-9,-16,-17,-17,1028,1031,1028,83,80,73,40,32,39,-4,-3,-4,-17,-16,-14,-14,-12,-14,-19,-19,-19,1036,1035,1031,1018,1026,1025,0,0,0
1389,-13,-6,-21,-4,-11,-9,-7,-16,-17,1008,1028,1031,100,83,80,50,40,32,-3,-4,-3,-6,-17,-16,-4,-14,-12,-14,-19,-19,1017,1036,1035,1002,1018,1026,0.25,0,0
1390,-17,-11,-24,-13,-4,-11,-17,-7,-16,1020,1008,1028,92,100,83,64,50,40,-6,-3,-4,-21,-6,-17,-8,-4,-14,-25,-14,-19,1034,1017,1036,1009,1002,1018,0.25,0.25,0
1391,-8,0,-16,-17,-13,-4,-21,-17,-7,1037,1020,1008,87,92,100,61,64,50,-11,-6,-3,-24,-21,-6,-16,-8,-4,-27,-25,-14,1039,1034,1017,1034,1009,1002,0,0.25,0.25
1392,1,7,-5,-8,-17,-13,-12,-21,-17,1031,1037,1020,83,87,92,60,61,64,0,-11,-6,-16,-24,-21,-7,-16,-8,-18,-27,-25,1038,1039,1034,1024,1034,1009,0,0,0.25
1393,4,11,-3,1,-8,-17,-6,-12,-21,1024,1031,1037,92,83,87,49,60,61,7,0,-11,-5,-16,-24,-3,-7,-16,-10,-18,-27,1027,1038,1039,1020,1024,1034,0,0,0
1394,-1,8,-10,4,1,-8,-4,-6,-12,1021,1024,1031,88,92,83,29,49,60,11,7,0,-3,-5,-16,-2,-3,-7,-7,-10,-18,1029,1027,1038,1015,1020,1024,0,0,0
1395,-1,4,-6,-1,4,1,-6,-4,-6,1029,1021,1024,92,88,92,37,29,49,8,11,7,-10,-3,-5,-3,-2,-3,-9,-7,-10,1032,1029,1027,1024,1015,1020,0,0,0
